358,1297,252,40
359,449,1154,97
360,752,397,48
361,144,1643,70
362,1740,1444,80
363,1580,1242,58
364,1338,597,87
365,1436,117,76
366,884,392,44
367,600,386,9
368,1367,636,79
369,1967,1158,13
370,1096,649,19
371,119,1432,35
372,428,1732,45
373,684,884,1
374,361,501,68
375,1090,223,52
376,1428,173,2
377,192,1119,81
378,194,664,39
379,1544,154,12
380,1276,110,90
381,1702,827,16
382,761,67,90
383,1417,1353,27
384,1040,1751,85
385,1134,722,64
386,1239,971,55
387,1746,1395,28
388,148,501,59
389,1887,1066,80
390,1108,84,21
391,1947,820,40
392,181,886,82
393,682,1843,25
394,871,1999,72
395,527,1594,66
396,1729,656,73
397,1825,1620,79
398,1565,545,85
399,651,91,93
400,1556,1180,12
401,1382,1174,86
402,360,534,50
403,42,1673,18
404,22,792,78
405,1383,1153,100
406,1898,709,94
407,959,586,18
408,1681,1501,71
409,922,1078,72
410,50,852,76
411,1891,1473,63
412,711,1549,50
413,1205,477,96
414,1750,1551,80
415,545,1937,70
416,1924,417,64
417,481,384,24
418,1746,1716,66
419,1920,1667,28
420,1792,1969,65
421,1455,167,59
422,1297,1458,55
423,289,1717,21
424,248,1572,79
425,26,662,98
426,1658,306,29
427,872,1926,20
428,1054,1962,34
429,1199,277,78
430,781,1174,78
431,1407,1120,1
432,1982,615,11
433,234,751,6
434,669,1568,11
435,777,262,16
436,1202,626,92
437,1954,1981,25
438,752,1078,74
439,611,879,91
440,1753,462,22
441,903,916,37
442,1478,1412,2
443,1329,1377,82
444,772,600,88
445,1722,92,12
446,1335,161,14
447,1431,673,25
448,609,417,96
449,1068,1107,94
450,1824,1174,100
451,774,1738,90
452,667,574,8
453,427,1218,76
454,191,1500,2
455,1865,1404,64
456,754,1166,19
457,378,541,72
458,285,1781,98
459,1568,1048,3
460,40,603,20
461,448,1233,14
462,1676,44,15
463,60,1098,33
464,1324,1011,66
465,1091,154,81
466,465,1169,27
467,1900,742,4
468,715,200,49
469,1173,547,32
470,996,1663,7
471,615,134,86
472,707,1831,1
473,415,66,87
474,1750,1568,52
475,1865,722,46
476,1562,1989,24
477,1260,83,77
478,322,818,12
479,1362,273,60
480,191,576,17
481,233,1299,64
482,616,955,8
483,1485,48,38
484,815,148,39
485,155,1504,72
486,374,1498,39
487,1726,1617,72
488,331,812,42
489,1632,672,88
490,1112,223,100
491,911,791,58
492,936,1483,88
493,1770,1232,1
494,1954,462,39
495,1691,591,32
496,1559,1178,59
497,985,398,12
498,1131,63,50
499,492,913,55
500,1590,1140,59
501,664,1785,82
502,492,985,78
503,961,23,94
504,1512,656,38
505,665,1943,22
506,314,1855,23
507,1476,1085,30
508,401,798,23
509,1908,455,38
510,1313,1067,41
511,1211,1626,26
512,1829,1685,55
513,702,1817,74
514,1442,1673,47
515,267,1294,58
516,1185,572,85
517,1766,683,90
518,1454,1670,26
519,501,1501,94
520,1210,1926,40
521,613,1926,69
522,1139,442,82
523,91,1547,54
524,901,163,39
525,1910,1081,22
526,1574,51,7
527,803,1272,20
528,263,1428,29
529,1107,180,13
530,1155,595,31
531,367,1134,69
532,238,189,33
533,1362,1767,70
534,130,1724,54
535,459,1626,84
536,127,1954,59
537,1327,876,59
538,954,122,83
539,1640,600,4
540,1058,299,83
541,602,355,47
542,858,450,49
543,1736,722,16
544,1516,345,26
545,900,733,18
546,261,1561,1
547,74,1194,28
548,715,1917,48
549,469,475,78
550,831,1926,2
551,712,534,90
552,919,661,69
553,769,1624,27
554,774,1788,57
555,1342,427,27
556,312,1786,11
557,1692,1188,62
558,1523,1202,95
559,1181,1758,63
560,1379,1575,35
561,1115,947,59
562,1201,1813,59
563,1616,23,38
564,585,1676,90
565,1980,1862,96
566,284,256,16
567,1341,1127,8
568,1953,1012,79
569,231,1945,36
570,1166,1529,27
571,575,1196,62
572,53,1042,86
573,1286,1453,89
574,375,1903,2
575,355,1730,38
576,1611,818,7
577,643,1030,42
578,907,1859,53
579,1826,1261,58
580,21,1071,67
581,1248,200,88
582,161,1108,56
583,1230,1909,96
584,1356,1904,70
585,316,1069,94
586,1529,1230,8
587,1631,1105,68
588,1528,1384,54
589,948,27,11
590,1806,932,90
591,1263,231,6
592,147,941,35
593,1287,292,35
594,1804,685,81
595,292,451,86
596,239,1048,96
597,1310,1342,61
598,1124,1117,96
599,1886,1190,89
600,614,1086,65
601,1370,1445,11
602,1086,1780,52
603,1,1522,33
604,49,1773,47
605,1216,1789,91
606,1998,828,45
607,1300,1459,40
608,1003,410,92
609,1746,749,49
610,619,1118,55
611,713,32,50
612,470,810,90
613,1167,472,41
614,124,214,95
615,1583,690,27
616,1246,48,41
617,93,14,87
618,628,1208,12
619,1431,1044,35
620,590,1110,19
621,357,1667,60
622,224,1953,64
623,147,893,73
624,1408,1277,36
625,1136,1327,23
626,1678,882,82
627,1189,1850,60
628,25,1641,50
629,1152,470,4
630,609,1306,5
631,1030,48,69
632,1173,936,19
633,1200,1817,96
634,1186,1123,53
635,1140,16,33
636,1231,1284,21
637,191,1468,77
638,121,1247,45
639,1457,892,18
640,1715,1929,74
641,1883,1305,56
642,1581,740,57
643,665,1529,1
644,343,1495,41
645,1834,1814,24
646,424,1941,72
647,1348,1350,81
648,920,219,43
649,1870,1427,77
650,400,545,49
651,413,1660,78
652,290,1466,69
653,377,551,5
654,1297,673,38
655,976,1974,95
656,834,144,74
657,334,1611,50
658,1407,1694,78
659,602,1140,10
660,751,680,28
661,921,183,33
662,954,1984,8
663,1597,875,94
664,1222,827,88
665,337,556,22
666,419,1886,91
667,1650,1680,78
668,230,557,78
669,861,962,12
670,463,1650,43
671,532,1348,79
672,604,1382,98
673,1956,99,5
674,1081,363,72
675,346,338,38
676,1440,1677,16
677,937,504,2
678,1790,680,91
679,292,231,92
680,1999,283,57
681,1877,259,88
682,1347,307,94
683,57,466,10
684,331,1311,6
685,774,1645,11
686,1641,1660,16
687,1551,1420,22
688,464,301,73
689,712,1153,1
690,1749,1415,80
691,796,1033,38
692,136,1435,14
693,1811,712,29
694,1401,1703,12
695,1228,1489,93
696,1954,222,20
697,1093,1303,37
698,839,172,93
699,995,1001,11
700,1359,1858,89
701,1648,38,95
702,1000,1451,70
703,884,1861,41
704,589,281,66
705,262,1283,23
706,1047,476,15
707,386,1298,47
708,1240,1189,83
709,403,727,33
710,740,1449,71
711,999,1855,45
712,478,376,21
713,971,1606,65
714,1078,1636,24
715,1507,460,35
716,1169,922,41
717,1397,1517,13
718,1825,1177,49
719,791,582,40
720,867,12,17
721,568,408,10
722,105,726,4
723,1073,498,13
724,1421,1373,64
725,788,354,3
726,213,1015,14
727,986,344,6
728,625,1626,47
729,1171,913,45
730,1912,1398,84
731,605,722,70
732,913,1642,98
733,753,65,30
734,1196,1762,100
735,1994,1334,66
736,192,1178,8
737,1561,1152,19
738,1584,111,32
739,459,272,78
740,903,518,22
741,545,1194,19
742,1283,1262,44
743,1174,148,4
744,1179,1064,65
745,8,1622,3
746,1682,989,14
747,484,435,57
748,942,1397,54
749,1870,1872,48
750,511,1649,38
751,1968,1916,54
752,978,1045,10
753,356,585,35
754,1747,1011,63
755,707,1829,98
756,757,3,78
757,1205,1773,43
758,1910,1864,21
759,1983,1306,17
760,1626,1510,93
761,276,995,7
762,1740,1060,56
763,1882,917,53
764,1173,718,29
765,1223,778,57
766,306,1089,25
767,1693,543,95
768,762,289,74
769,772,1522,63
770,1434,1612,99
771,1437,918,72
772,1111,808,17
773,1915,1753,64
774,1220,528,64
775,1176,144,5
776,1758,1493,8
777,1235,1832,86
778,45,134,37
779,371,671,72
780,1767,951,73
781,1129,942,58
782,317,428,66
783,1475,54,44
784,1334,1905,16
785,693,571,84
786,891,1269,33
787,938,507,19
788,1049,1031,25
789,1118,1232,33
790,340,354,58
791,1524,877,54
792,1878,1082,75
793,1200,837,94
794,1837,1198,64
795,33,1145,53
796,1331,709,42
797,1420,1210,17
798,148,1631,87
799,933,1976,48
800,485,1639,42
801,513,1890,6
802,1982,330,29
803,462,1147,37
804,221,1251,60
805,1913,1550,38
806,1373,1815,60
807,949,1817,35
808,1936,1702,61
809,1062,1287,51
810,769,1383,100
811,1592,9,3
812,983,457,94
813,653,558,53
814,1185,1330,66
815,823,268,65
816,535,599,91
817,1427,471,20
818,90,1814,57
819,1276,877,26
820,1345,208,19
821,966,291,34
822,1303,1820,33
823,960,971,56
824,1436,1822,99
825,735,942,6
826,1121,860,33
827,1931,1990,26
828,562,1431,37
829,710,1993,57
830,26,51,75
831,1787,457,88
832,377,1684,75
833,790,200,52
834,21,2,98
835,1416,1895,5
836,1043,1696,84
837,1714,1327,19
838,360,923,83
839,1558,1017,55
840,569,308,26
841,1591,1945,21
842,1093,823,76
843,1308,311,71
844,836,1602,89
845,1235,153,81
846,1317,1563,17
847,644,6,91
848,780,1568,12
849,1797,1605,91
850,374,732,12
851,1972,1233,68
852,1748,710,13
853,967,879,37
854,1927,223,33
855,1067,139,44
856,1653,411,26
857,601,1494,59
858,386,1477,14
859,719,1060,23
860,27,1516,58
861,1311,590,58
862,1498,870,27
863,1445,1754,25
864,1821,1454,65
865,844,1147,30
866,1749,605,81
867,146,1122,3
868,1137,342,27
869,576,196,19
870,284,1043,27
871,1186,999,74
872,1808,1126,62
873,1391,518,4
874,1664,1392,33
875,1414,931,88
876,1094,730,38
877,515,758,92
878,1167,31,84
879,1458,1820,100
880,333,594,81
881,1973,508,65
882,1113,656,6
883,7,433,85
884,507,530,68
885,1879,988,43
886,1596,755,31
887,973,1573,46
888,1017,568,12
889,1141,966,54
890,1831,722,96
891,581,1755,54
892,565,1485,53
893,1212,1297,7
894,1453,608,35
895,1453,739,45
896,1498,879,91
897,539,1108,47
898,1240,961,18
899,1541,1812,21
900,975,1277,6
901,297,1798,52
902,1040,297,72
903,1905,1659,41
904,638,708,17
905,422,1399,65
906,1468,1800,10
907,1774,1779,66
908,1206,1305,93
909,1605,1934,40
910,217,565,79
911,1834,1670,53
912,1059,359,23
913,585,164,99
914,1081,298,78
915,1870,355,81
916,1853,1547,82
917,1775,1441,46
918,718,1232,46
919,1391,1408,70
920,1775,1213,2
921,1932,1974,15
922,600,1115,98
923,1365,1731,25
924,1465,209,14
925,1720,779,92
926,731,1177,31
927,11,1228,13
928,1688,1694,27
929,971,443,71
930,1972,902,83
931,919,741,77
932,1780,942,74
933,454,908,36
934,782,499,47
935,603,301,91
936,410,1879,31
937,339,963,51
938,1968,840,7
939,61,1025,5
940,604,1608,83
941,1233,376,80
942,1274,1926,29
943,531,460,86
944,422,583,91
945,890,774,100
946,1232,449,68
947,786,1137,88
948,1698,1529,33
949,807,199,56
950,1958,701,15
951,1688,1350,4
952,79,1539,30
953,1942,350,16
954,1404,184,73
955,1960,900,5
956,1534,449,5
957,218,996,69
958,1036,184,69
959,1366,1677,5
960,270,372,100
961,627,423,87
962,1603,1110,81
963,643,1405,48
964,456,128,26
965,238,832,94
966,989,1162,96
967,1593,1637,63
968,541,1429,68
969,192,36,98
970,964,1848,93
971,1610,1091,72
972,1631,1342,74
973,670,1613,9
974,1098,570,47
975,1894,1430,83
976,1949,1720,55
977,608,1754,96
978,388,143,49
979,1947,705,65
980,1476,597,35
981,135,981,9
982,1770,372,89
983,1585,1582,75
984,146,1937,22
985,1371,676,87
986,1901,1073,68
987,1989,1734,90
988,493,547,31
989,329,1507,35
990,1257,166,20
991,1958,878,76
992,1188,584,30
993,1692,1840,98
994,892,807,51
995,1038,164,10
996,1892,1051,65
997,1851,1543,83
998,1093,422,78
999,770,251,44
1000,1279,1657,16
1001,259,655,94
1002,1968,703,100
1003,1565,1731,60
1004,151,1795,43
1005,966,1237,86
1006,1009,1113,88
1007,1385,1996,36
1008,1,1732,49
1009,1155,967,67
1010,783,1258,89
1011,1583,13,33
1012,1529,1222,78
1013,1766,644,48
1014,404,1611,69
1015,1153,625,28
1016,1024,607,60
1017,1811,451,43
1018,1154,1165,68
1019,1813,1729,35
1020,509,273,70
1021,831,1473,21
1022,1608,1820,30
1023,1043,872,92
1024,755,1042,26
1025,1279,1167,28
1026,1542,994,27
1027,1938,1795,62
1028,1424,1208,33
1029,804,779,98
1030,1086,1646,33
1031,1151,903,31
1032,1239,1592,87
1033,981,78,16
1034,60,1831,96
1035,1503,184,58
1036,1710,912,39
1037,15,439,79
1038,583,330,65
1039,1590,983,16
1040,1306,547,95
1041,1338,262,82
1042,56,1451,59
1043,1128,1500,76
1044,1417,996,25
1045,718,876,53
1046,826,251,6
1047,1120,709,83
1048,1825,182,54
1049,1013,689,85
1050,1331,1462,89
1051,526,1102,94
1052,1271,1443,8
1053,1202,1350,27
1054,563,1536,100
1055,1766,33,31
1056,1043,1194,22
1057,1425,860,90
1058,1595,1519,81
1059,1910,1168,70
1060,1603,286,49
1061,1152,1876,3
1062,1984,1596,23
1063,1639,225,68
1064,333,1772,49
1065,958,9,23
1066,800,1270,43
1067,807,1178,47
1068,1066,684,16
1069,1490,12,56
1070,1956,231,97
1071,1445,1853,40
1072,655,1595,71
1073,1199,1167,61
1074,951,1994,28
1075,285,166,70
1076,685,168,79
1077,1621,196,40
1078,566,1516,29
1079,566,1635,40
1080,1563,333,99
1081,1963,1782,67
1082,1081,1970,10
1083,1962,163,13
1084,1379,1295,39
1085,1306,728,26
1086,1616,1402,45
1087,390,1379,14
1088,331,921,43
1089,1869,286,10
1090,1570,6,78
1091,1026,181,24
1092,198,1557,36
1093,1800,538,66
1094,1827,262,49
1095,1490,257,43
1096,74,700,30
1097,1254,1368,32
1098,84,533,72
1099,1293,1537,6
1100,1427,1295,40
1101,1606,43,58
1102,752,982,93
1103,540,1480,72
1104,1672,1814,80
1105,1864,1193,78
1106,692,399,27
1107,727,1267,87
1108,1324,569,54
1109,116,1956,93
1110,942,1093,22
1111,1388,1683,39
1112,1017,1164,51
1113,1035,1180,100
1114,1850,10,12
1115,993,1946,69
1116,1416,655,97
1117,17,1266,89
1118,1289,900,61
1119,299,868,9
1120,356,1446,37
1121,506,334,11
1122,1555,623,54
1123,1327,216,77
1124,1424,1414,92
1125,1428,531,56
1126,911,261,70
1127,312,1216,56
1128,806,1152,79
1129,1092,1057,10
1130,1984,748,13
1131,1049,1573,6
1132,1986,1746,13
1133,1429,1757,24
1134,1619,144,41
1135,53,1838,48
1136,814,1339,50
1137,1998,1068,59
1138,1303,1489,93
1139,1629,619,94
1140,1776,383,1
1141,1155,1574,69
1142,1996,832,44
1143,441,1469,72
1144,1329,588,54
1145,1534,1704,9
1146,799,981,38
1147,921,41,62
1148,1647,1466,89
1149,1518,1450,60
1150,1893,1204,30
1151,462,334,60
1152,293,889,77
1153,1391,1571,58
1154,1350,1153,40
1155,356,1683,77
1156,1946,1367,24
1157,1259,458,48
1158,1324,673,56
1159,370,1652,46
1160,1240,641,70
1161,626,127,9
1162,1981,818,26
1163,900,1086,14
1164,382,1692,17
1165,1797,905,3
1166,997,1741,44
1167,1512,617,20
1168,137,115,65
1169,889,1969,19
1170,1288,938,89
1171,1671,758,21
1172,462,1682,44
1173,1001,831,28
1174,1095,275,12
1175,629,554,2
1176,475,483,79
1177,1227,469,8
1178,1728,61,1
1179,1324,762,92
1180,1087,329,30
1181,72,601,88
1182,459,1956,46
1183,1270,247,58
1184,1847,1179,25
1185,1045,1014,77
1186,1859,854,69
1187,1929,1548,100
1188,1947,819,44
1189,1063,517,19
1190,178,737,91
1191,743,1830,74
1192,1385,1878,69
1193,1702,680,5
1194,1425,961,5
1195,1173,1972,27
1196,1473,1605,35
1197,1328,1144,73
1198,1583,1492,22
1199,1867,1376,51
1200,1296,1749,33
1201,1984,1520,23
1202,1023,1424,80
1203,1501,12,22
1204,1024,427,19
1205,1232,1114,28
1206,327,1127,49
1207,745,368,74
1208,800,1932,88
1209,1276,728,32
1210,310,504,76
1211,1282,1747,50
1212,1201,1891,78
1213,1720,1638,87
1214,117,1418,53
1215,1163,489,5
1216,322,211,3
1217,1684,431,11
1218,162,596,36
1219,295,269,81
1220,1756,1983,40
1221,222,973,47
1222,842,1391,48
1223,1935,655,36
1224,80,615,30
1225,1561,197,27
1226,1077,703,43
1227,165,847,1
1228,1328,1382,59
1229,1020,1889,88
1230,1863,511,45
1231,888,1546,14
1232,1244,425,54
1233,1965,1328,57
1234,756,940,62
1235,1272,501,49
1236,782,161,30
1237,1966,333,3
1238,1875,20,68
1239,1932,985,12
1240,1176,1820,28
1241,1303,492,33
1242,1623,112,72
1243,1073,1662,26
1244,669,224,28
1245,1046,1546,80
1246,1946,318,76
1247,6,347,47
1248,621,1849,53
1249,148,501,20
1250,1979,1028,38
1251,741,861,22
1252,1685,1733,4
1253,1129,457,82
1254,1706,1729,75
1255,1267,1365,80
1256,1302,109,67
1257,675,1677,18
1258,1874,1349,98
1259,442,119,88
1260,1701,502,25
1261,1345,1230,36
1262,1350,372,94
1263,230,1505,29
1264,532,759,16
1265,1670,1450,27
1266,1679,326,98
1267,639,602,48
1268,272,1549,62
1269,636,304,52
1270,1109,1282,60
1271,758,651,48
1272,1610,237,44
1273,326,215,20
1274,1693,459,33
1275,19,1890,66
1276,1082,1753,84
1277,1482,1676,52
1278,354,1546,59
1279,13,517,73
1280,945,1766,45
1281,1741,656,57
1282,439,877,70
1283,1291,1059,81
1284,797,60,73
1285,720,1665,80
1286,1724,544,7
1287,1946,1682,94
1288,1555,47,82
1289,139,1800,46
1290,1854,1051,62
1291,542,1221,99
1292,1864,1565,5
1293,1625,244,40
1294,277,44,40
1295,670,732,24
1296,849,872,67
1297,1332,1158,29
1298,1321,661,81
1299,1227,481,62
1300,13,1141,1
1301,450,1372,16
1302,1492,936,66
1303,1072,1488,29
1304,639,1542,66
1305,1055,1569,52
1306,878,737,94
1307,639,1143,83
1308,1552,21,90
1309,1003,1445,33
1310,5,1685,93
1311,523,31,86
1312,1397,529,37
1313,694,777,89
1314,1772,1881,93
1315,1937,1929,47
1316,1533,1308,53
1317,11,127,59
1318,566,1556,93
1319,1068,1661,13
1320,478,1157,5
1321,283,464,32
1322,1235,505,23
1323,505,1839,12
1324,464,291,15
1325,491,685,60
1326,1738,959,61
1327,567,1651,75
1328,875,387,11
1329,415,938,70
1330,1688,643,6
1331,162,1027,90
1332,973,1076,76
1333,1463,1481,34
1334,1208,400,78
1335,145,1791,45
1336,1471,63,83
1337,666,1907,9
1338,1716,380,32
1339,494,1621,13
1340,1640,156,98
1341,594,1868,50
1342,587,1014,82
1343,453,401,36
1344,1074,50,47
1345,169,1192,5
1346,1923,622,67
1347,176,22,35
1348,620,942,29
1349,1329,969,13
1350,466,1413,96
1351,1314,1069,83
1352,1008,136,19
1353,1593,11,83
1354,872,1414,36
1355,1106,223,93
1356,1206,1521,43
1357,1582,833,96
1358,783,709,89
1359,473,1790,1
1360,1961,433,76
1361,543,1729,86
1362,1893,1974,98
1363,78,1993,65
1364,1337,911,23
1365,277,1710,82
1366,537,16,67
1367,369,1728,30
1368,1072,865,75
1369,193,869,56
1370,1382,1666,82
1371,343,1316,91
1372,1354,1942,68
1373,856,26,36
1374,44,1670,84
1375,1381,1475,45
1376,511,674,46
1377,252,212,47
1378,709,1461,15
1379,1007,1682,59
1380,467,1545,58
1381,12,1383,74
1382,678,923,65
1383,1251,1244,94
1384,1680,1951,32
1385,718,1537,55
1386,1028,332,89
1387,625,107,7
1388,1938,446,85
1389,155,1335,12
1390,251,1813,73
1391,220,1621,68
1392,1987,568,15
1393,1499,449,93
1394,153,439,16
1395,1575,313,11
1396,1737,256,87
1397,1266,899,8
1398,944,1361,53
1399,489,1642,65
1400,781,1283,15
1401,666,702,80
1402,1227,1421,49
1403,1682,1244,79
1404,1917,284,32
1405,163,1831,25
1406,113,1325,36
1407,2,813,19
1408,5,248,66
1409,1960,1062,77
1410,1816,1606,30
1411,935,277,89
1412,1929,53,34
1413,1010,1698,36
1414,716,1357,27
1415,1799,1,15
1416,631,1538,75
1417,770,1819,96
1418,1841,1121,35
1419,1310,1021,46
1420,491,1683,45
1421,1706,904,49
1422,773,488,73
1423,1065,720,50
1424,1970,1698,2
1425,300,931,64
1426,1930,1598,49
1427,755,1485,16
1428,20,1374,18
1429,119,258,29
1430,1219,1866,10
1431,1600,1751,74
1432,764,622,61
1433,511,711,21
1434,1709,1779,68
1435,1815,1445,99
1436,1002,1669,62
1437,1435,330,23
1438,1552,739,93
1439,1829,1543,72
1440,219,1356,27
1441,1236,1254,11
1442,1110,505,67
1443,895,663,26
1444,1847,59,99
1445,1052,1,69
1446,1115,916,63
1447,1766,1492,93
1448,60,569,42
1449,252,81,39
1450,1622,190,26
1451,913,747,97
1452,1145,1126,99
1453,114,1084,11
1454,1239,1878,100
1455,1847,839,36
1456,1454,855,7
1457,586,1294,89
1458,258,626,53
1459,1228,795,92
1460,19,417,42
1461,1372,128,32
1462,1179,965,87
1463,686,446,60
1464,1254,1688,66
1465,1846,343,35
1466,1459,653,8
1467,1711,215,68
1468,1032,473,43
1469,1674,1868,6
1470,1378,671,21
1471,564,1737,29
1472,650,1318,77
1473,1722,1210,47
1474,630,1221,83
1475,399,1024,34
1476,277,738,63
1477,642,286,12
1478,1435,1192,65
1479,1545,45,54
1480,1768,221,12
1481,1366,1530,36
1482,91,1722,13
1483,1459,1631,10
1484,166,97,32
1485,733,1786,40
1486,1560,1287,14
1487,63,1603,89
1488,1886,1645,16
1489,1693,1035,83
1490,344,173,83
1491,1337,557,18
1492,477,354,57
